left_context,Candidate_words,right_context,target_status 
<start> What tale do,you,"like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>",0
<start> What tale do you,like,"best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>",0
<start> What tale do you like,best,"to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>",0
<start> What tale do you like best,to,"hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>",0
<start> What tale do you like best to,hear?',"'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>",0
<start> What tale do you like best to hear?',"'Oh,",I have not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh,",I,have not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I",have,not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have",not,much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not",much,choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much",choice!,They generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice!",They,generally run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They",generally,run on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally",run,on the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run",on,the same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on",the,same theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the",same,theme - courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same",theme,- courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme",-,courtship; and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme -",courtship;,and promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship;",and,promise to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and",promise,to end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise",to,end in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to",end,in the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end",in,the same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in",the,same catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in the",same,catastrophe - marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in the same",catastrophe,- marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe",-,marriage. <end>,0
"<start> What tale do you like best to hear?' 'Oh, I have not much choice! They generally run on the same theme - courtship; and promise to end in the same catastrophe -",marriage.,<end>,0
<start>,"Son,","my dad said, every man needs a bitter, resentful woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>",0
"<start> Son,",my,"dad said, every man needs a bitter, resentful woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>",0
"<start> Son, my",dad,"said, every man needs a bitter, resentful woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>",0
"<start> Son, my dad","said,","every man needs a bitter, resentful woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>",0
"<start> Son, my dad said,",every,"man needs a bitter, resentful woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>",0
"<start> Son, my dad said, every",man,"needs a bitter, resentful woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>",0
"<start> Son, my dad said, every man",needs,"a bitter, resentful woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>",0
"<start> Son, my dad said, every man needs",a,"bitter, resentful woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>",0
"<start> Son, my dad said, every man needs a","bitter,",resentful woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>,1
"<start> Son, my dad said, every man needs a bitter,",resentful,woman in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>,1
"<start> Son, my dad said, every man needs a bitter, resentful",woman,in his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>,1
"<start> Son, my dad said, every man needs a bitter, resentful woman",in,his life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>,0
"<start> Son, my dad said, every man needs a bitter, resentful woman in",his,life. Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>,0
"<start> Son, my dad said, every man needs a bitter, resentful woman in his",life.,Because there's nothing more touching to a mother's heart than to know that her son thinks of her constantly. <end>,0
